Season_End_Year,Wk,Date,Home,HomeGoals,AwayGoals,Away,FTR,B365H,B365D,B365A
2015,3,2015-05-24,Gremio,1,0,Figueirense,H,1.5,3.79,7.08
2015,3,2015-05-24,Palmeiras,0,1,Goias,A,1.53,3.76,6.54
2015,3,2015-05-24,Athletico-PR,1,0,Atletico-MG,H,3.34,3.25,2.14
2015,3,2015-05-24,Chapecoense-SC,1,0,Santos,H,2.63,3.1,2.69
2015,3,2015-05-24,Fluminense,0,0,Corinthians,D,2.6,3.05,2.76
2015,3,2015-05-24,Cruzeiro,1,1,Ponte Preta,D,2.22,3.21,3.21
2015,3,2015-05-24,Sport Recife,1,0,Coritiba,H,1.82,3.38,4.41
2015,3,2015-05-24,Avai,2,1,Flamengo RJ,H,2.64,3.06,2.71
2015,4,2015-05-30,Coritiba,1,2,Avai,A,1.69,3.52,5.13
2015,4,2015-05-30,Ponte Preta,3,1,Chapecoense-SC,H,1.82,3.4,4.35
2015,4,2015-05-31,Flamengo RJ,2,3,Fluminense,A,2.35,3.15,3.03
2015,4,2015-05-31,Internacional,0,0,Sao Paulo,D,2.35,3.17,3.03
2015,4,2015-05-31,Figueirense,2,1,Cruzeiro,H,2.91,3.08,2.47
2015,4,2015-05-31,Goias,1,1,Gremio,D,2.72,2.97,2.69
2015,4,2015-05-31,Atletico-MG,3,0,Vasco,H,1.41,4.24,7.79
2015,4,2015-05-31,Santos,2,2,Sport Recife,D,1.52,3.91,6.33
2015,4,2015-05-31,Joinville,1,2,Athletico-PR,A,2.33,3.08,3.11
2015,4,2015-05-31,Corinthians,0,2,Palmeiras,A,2.05,3.17,3.71
2015,5,2015-06-03,Athletico-PR,1,0,Figueirense,H,1.64,3.48,5.73
2015,5,2015-06-03,Chapecoense-SC,2,0,Joinville,H,1.65,3.52,5.46
2015,5,2015-06-03,Vasco,0,3,Ponte Preta,A,2.41,3.11,2.98
2015,5,2015-06-04,Fluminense,2,0,Coritiba,H,1.74,3.43,4.85
2015,5,2015-06-04,Gremio,3,1,Corinthians,H,2.11,3.06,3.66
2015,5,2015-06-04,Cruzeiro,1,0,Flamengo RJ,H,1.83,3.41,4.26
2015,5,2015-06-04,Sao Paulo,3,2,Santos,H,1.86,3.38,4.16
2015,5,2015-06-04,Avai,1,4,Atletico-MG,A,3.73,3.35,1.97
2015,5,2015-06-05,Palmeiras,1,1,Internacional,D,1.87,3.38,4.1
2015,5,2015-06-05,Sport Recife,1,0,Goias,H,1.75,3.38,4.81
2015,6,2015-06-06,Atletico-MG,1,3,Cruzeiro,A,1.63,3.7,5.22
2015,6,2015-06-06,Flamengo RJ,1,0,Chapecoense-SC,H,1.74,3.43,4.79
2015,6,2015-06-06,Santos,2,2,Ponte Preta,D,1.92,3.31,4.02
2015,6,2015-06-07,Goias,0,1,Avai,A,1.78,3.32,4.74
2015,6,2015-06-07,Fluminense,0,0,Sport Recife,D,1.68,3.53,5.11
2015,6,2015-06-07,Figueirense,2,1,Palmeiras,H,3.22,3.11,2.26
2015,6,2015-06-07,Sao Paulo,2,0,Gremio,H,1.77,3.37,4.76
2015,6,2015-06-07,Joinville,0,1,Corinthians,A,3.84,3.09,2.04
2015,6,2015-06-07,Internacional,2,0,Coritiba,H,1.6,3.63,5.74
2015,6,2015-06-07,Athletico-PR,2,0,Vasco,H,1.64,3.57,5.51
2015,7,2015-06-10,Atletico-MG,2,2,Santos,D,1.5,4.23,6.04
2015,7,2015-06-13,Chapecoense-SC,0,1,Sao Paulo,A,2.62,3.01,2.76
2015,7,2015-06-13,Corinthians,2,1,Internacional,H,1.75,3.37,4.94
2015,7,2015-06-13,Coritiba,0,1,Flamengo RJ,A,2.6,3.04,2.75
2015,7,2015-06-14,Palmeiras,2,1,Fluminense,H,1.78,3.37,4.63
2015,7,2015-06-14,Gremio,2,1,Athletico-PR,H,1.68,3.49,5.22
2015,7,2015-06-14,Avai,1,1,Figueirense,D,2.06,3.17,3.65
2015,7,2015-06-14,Vasco,1,3,Cruzeiro,A,2.92,3.07,2.46
2015,7,2015-06-14,Sport Recife,2,1,Joinville,H,1.58,3.66,5.92
2015,7,2015-06-14,Ponte Preta,0,0,Goias,D,1.58,3.7,5.84
2015,8,2015-06-19,Figueirense,0,0,Internacional,D,2.82,3.04,2.56
2015,8,2015-06-20,Flamengo RJ,0,2,Atletico-MG,A,2.52,3.22,2.71
2015,8,2015-06-20,Santos,1,0,Corinthians,H,2.28,3.13,3.19
2015,8,2015-06-20,Sport Recife,2,1,Vasco,H,1.71,3.49,4.96
2015,8,2015-06-21,Joinville,2,1,Goias,H,2.26,3.01,3.3
2015,8,2015-06-21,Athletico-PR,2,2,Coritiba,D,1.9,3.24,4.19
2015,8,2015-06-21,Sao Paulo,1,1,Avai,D,1.47,4.1,6.64
2015,8,2015-06-21,Gremio,1,0,Palmeiras,H,2.02,3.22,3.75
2015,8,2015-06-21,Cruzeiro,0,1,Chapecoense-SC,A,1.57,3.68,6.14
2015,8,2015-06-24,Fluminense,2,0,Ponte Preta,H,2.05,3.22,3.67
2015,9,2015-06-27,Avai,1,2,Gremio,A,3.15,3.06,2.32
2015,9,2015-06-27,Chapecoense-SC,1,1,Sport Recife,D,1.94,3.23,3.98
2015,9,2015-06-28,Vasco,1,0,Flamengo RJ,H,3.66,3.21,2.05
2015,9,2015-06-28,Internacional,1,0,Santos,H,2.04,3.25,3.65
2015,9,2015-06-28,Palmeiras,4,0,Sao Paulo,H,2.16,3.18,3.41
2015,9,2015-06-28,Ponte Preta,2,1,Athletico-PR,H,1.84,3.43,4.23
2015,9,2015-06-28,Coritiba,1,0,Cruzeiro,H,2.74,3.11,2.57
2015,9,2015-06-28,Atletico-MG,1,0,Joinville,H,1.22,5.81,12.55
2015,9,2015-06-28,Corinthians,2,1,Figueirense,H,1.49,3.79,7.25
2015,9,2015-06-28,Goias,1,2,Fluminense,A,2.3,3.06,3.19
2015,10,2015-07-01,Sport Recife,3,0,Internacional,H,1.96,3.29,3.87
2015,10,2015-07-01,Vasco,1,0,Avai,H,1.88,3.38,4.09
2015,10,2015-07-02,Corinthians,2,0,Ponte Preta,H,1.76,3.37,4.82
2015,10,2015-07-02,Atletico-MG,2,0,Coritiba,H,1.33,4.82,8.74
2015,10,2015-07-02,Palmeiras,2,0,Chapecoense-SC,H,1.55,3.77,6.16
2015,10,2015-07-02,Athletico-PR,2,1,Sao Paulo,H,2.29,3.14,3.15
2015,10,2015-07-02,Gremio,1,0,Cruzeiro,H,1.89,3.3,4.14
2015,10,2015-07-02,Joinville,0,1,Flamengo RJ,A,3.15,3.05,2.34
2015,10,2015-07-02,Figueirense,3,1,Goias,H,2.14,3.05,3.6
2015,10,2015-07-03,Fluminense,2,1,Santos,H,2.17,3.26,3.31
2015,11,2015-07-04,Coritiba,0,0,Joinville,D,1.64,3.49,5.67
2015,11,2015-07-05,Chapecoense-SC,1,0,Vasco,H,1.8,3.28,4.72
2015,11,2015-07-05,Cruzeiro,2,0,Athletico-PR,H,1.68,3.52,5.15
2015,11,2015-07-05,Avai,2,2,Sport Recife,D,2.29,3.17,3.09
2015,11,2015-07-05,Goias,0,0,Corinthians,D,3.02,2.92,2.5
2015,11,2015-07-05,Santos,1,3,Gremio,A,2.15,3.21,3.36
2015,11,2015-07-05,Sao Paulo,0,0,Fluminense,D,1.7,3.56,4.88
2015,11,2015-07-05,Flamengo RJ,1,2,Figueirense,A,1.55,3.69,6.42
2015,11,2015-07-05,Internacional,1,3,Atletico-MG,A,2.41,3.29,2.83
2015,11,2015-07-05,Ponte Preta,0,2,Palmeiras,A,3.88,3.33,1.94
2015,12,2015-07-08,Goias,4,1,Santos,H,2.48,3.02,2.93
2015,12,2015-07-08,Chapecoense-SC,1,0,Gremio,H,2.73,2.93,2.74
2015,12,2015-07-08,Coritiba,0,0,Ponte Preta,D,2.18,3.14,3.37
2015,12,2015-07-09,Figueirense,0,2,Joinville,A,1.75,3.34,4.86
2015,12,2015-07-09,Palmeiras,3,0,Avai,H,1.37,4.4,8.54
2015,12,2015-07-09,Atletico-MG,2,1,Sport Recife,H,1.39,4.43,7.72
2015,12,2015-07-09,Internacional,1,2,Flamengo RJ,A,1.96,3.29,3.88
2015,12,2015-07-09,Vasco,0,4,Sao Paulo,A,3.92,3.2,1.98
2015,12,2015-07-09,Corinthians,2,0,Athletico-PR,H,1.54,3.71,6.62
2015,12,2015-07-10,Fluminense,1,0,Cruzeiro,H,2.59,3.12,2.73
2015,13,2015-07-11,Santos,3,0,Figueirense,H,1.54,3.83,6.22
2015,13,2015-07-11,Gremio,2,0,Vasco,H,1.39,4.17,8.81
2015,13,2015-07-12,Ponte Preta,0,2,Atletico-MG,A,2.81,3.25,2.44
2015,13,2015-07-12,Sao Paulo,3,1,Coritiba,H,1.51,3.82,6.69
2015,13,2015-07-12,Athletico-PR,1,2,Fluminense,A,1.97,3.28,3.82
2015,13,2015-07-12,Cruzeiro,1,0,Goias,H,1.54,3.74,6.35
2015,13,2015-07-12,Flamengo RJ,0,3,Corinthians,A,2.42,2.98,3.08
2015,13,2015-07-12,Joinville,0,2,Internacional,A,2.26,3.07,3.26
2015,13,2015-07-12,Avai,2,1,Chapecoense-SC,H,2.54,2.95,2.91
2015,13,2015-07-12,Sport Recife,2,2,Palmeiras,D,2.42,3.21,2.87
2015,14,2015-07-18,Internacional,2,1,Goias,H,1.92,3.25,4.07
2015,14,2015-07-18,Flamengo RJ,1,0,Gremio,H,2.28,3.02,3.29
2015,14,2015-07-19,Joinville,1,1,Ponte Preta,D,2.7,3.04,2.66
2015,14,2015-07-19,Corinthians,1,0,Atletico-MG,H,2.38,3.15,2.97
2015,14,2015-07-19,Athletico-PR,1,0,Chapecoense-SC,H,2.01,3.18,3.82
2015,14,2015-07-19,Figueirense,0,0,Coritiba,D,2.07,3.15,3.62
2015,14,2015-07-19,Fluminense,1,2,Vasco,A,1.68,3.53,5.11
2015,14,2015-07-19,Palmeiras,1,0,Santos,H,1.72,3.54,4.77
2015,14,2015-07-19,Sport Recife,2,0,Sao Paulo,H,2.34,3.21,2.99
2015,14,2015-07-19,Cruzeiro,1,1,Avai,D,1.41,4.27,7.6
2015,15,2015-07-25,Gremio,1,1,Sport Recife,D,1.56,3.82,6.07
2015,15,2015-07-25,Avai,1,2,Athletico-PR,A,2.26,3.19,3.14
2015,15,2015-07-26,Atletico-MG,1,0,Figueirense,H,1.27,5.21,10.87
2015,15,2015-07-26,Chapecoense-SC,2,1,Fluminense,H,2.15,3.15,3.43
2015,15,2015-07-26,Santos,2,0,Joinville,H,1.55,3.78,6.14
2015,15,2015-07-26,Coritiba,1,1,Corinthians,D,2.84,3.0,2.59
2015,15,2015-07-26,Goias,0,1,Flamengo RJ,A,2.53,3.04,2.88
2015,15,2015-07-26,Ponte Preta,0,0,Internacional,D,2.13,3.18,3.48
2015,15,2015-07-26,Sao Paulo,1,0,Cruzeiro,H,2.0,3.28,3.78
2015,15,2015-07-26,Vasco,1,4,Palmeiras,A,2.96,3.12,2.4
2015,16,2015-07-30,Atletico-MG,3,1,Sao Paulo,H,1.65,3.65,5.17
2015,16,2015-07-30,Corinthians,3,0,Vasco,H,1.38,4.32,8.67
2015,16,2015-08-01,Fluminense,1,0,Gremio,H,2.15,3.11,3.49
2015,16,2015-08-02,Sport Recife,0,0,Cruzeiro,D,2.18,3.2,3.3
2015,16,2015-08-02,Joinville,2,0,Avai,H,2.39,3.09,3.02
2015,16,2015-08-02,Internacional,0,0,Chapecoense-SC,D,1.64,3.49,5.65
2015,16,2015-08-02,Coritiba,1,1,Goias,D,1.93,3.19,4.14
2015,16,2015-08-02,Figueirense,3,1,Ponte Preta,H,2.19,3.13,3.37
2015,16,2015-08-02,Palmeiras,0,1,Athletico-PR,A,1.49,3.99,6.73
2015,16,2015-08-02,Flamengo RJ,2,2,Santos,D,1.91,3.34,4.01
2015,17,2015-08-08,Avai,1,0,Fluminense,H,2.44,3.16,2.87
2015,17,2015-08-09,Sao Paulo,1,1,Corinthians,D,2.32,3.0,3.22
2015,17,2015-08-09,Gremio,5,0,Internacional,H,1.81,3.36,4.47
2015,17,2015-08-09,Chapecoense-SC,2,2,Figueirense,D,1.86,3.2,4.45
2015,17,2015-08-09,Ponte Preta,1,0,Flamengo RJ,H,2.58,3.1,2.75
2015,17,2015-08-09,Vasco,0,0,Joinville,D,1.84,3.26,4.46
2015,17,2015-08-09,Cruzeiro,2,1,Palmeiras,H,2.04,3.19,3.7
2015,17,2015-08-09,Athletico-PR,1,1,Sport Recife,D,1.79,3.41,4.52
2015,17,2015-08-09,Santos,3,0,Coritiba,H,1.51,3.93,6.35
2015,17,2015-08-09,Goias,0,0,Atletico-MG,D,2.95,3.15,2.39
2015,18,2015-08-12,Coritiba,2,1,Palmeiras,H,2.91,3.11,2.45
2015,18,2015-08-12,Flamengo RJ,3,2,Athletico-PR,H,1.83,3.43,4.27
2015,18,2015-08-13,Ponte Preta,2,0,Avai,H,1.63,3.62,5.43
2015,18,2015-08-13,Internacional,1,0,Fluminense,H,2.02,3.24,3.67
2015,18,2015-08-13,Figueirense,0,2,Sao Paulo,A,2.93,3.14,2.41
2015,18,2015-08-13,Santos,1,0,Vasco,H,1.39,4.44,7.78
2015,18,2015-08-13,Goias,0,0,Chapecoense-SC,D,1.8,3.25,4.78
2015,18,2015-08-13,Corinthians,4,3,Sport Recife,H,1.53,3.83,6.29
2015,18,2015-08-14,Atletico-MG,0,2,Gremio,A,1.73,3.44,4.91
2015,18,2015-08-14,Joinville,3,0,Cruzeiro,H,3.32,3.02,2.26
2015,19,2015-08-15,Athletico-PR,0,0,Santos,D,2.35,3.18,2.99
2015,19,2015-08-15,Vasco,0,1,Coritiba,A,2.18,3.15,3.37
2015,19,2015-08-16,Sport Recife,1,1,Ponte Preta,D,1.81,3.46,4.32
2015,19,2015-08-16,Gremio,2,1,Joinville,H,1.39,4.28,8.39
2015,19,2015-08-16,Chapecoense-SC,2,1,Atletico-MG,H,3.16,3.18,2.26
2015,19,2015-08-16,Fluminense,2,1,Figueirense,H,1.66,3.53,5.36
2015,19,2015-08-16,Palmeiras,4,2,Flamengo RJ,H,1.96,3.3,3.8
2015,19,2015-08-16,Avai,1,2,Corinthians,A,3.1,3.09,2.34
2015,19,2015-08-16,Sao Paulo,0,3,Goias,A,1.6,3.64,5.75
2015,19,2015-08-16,Cruzeiro,0,0,Internacional,D,1.73,3.42,4.96
2015,20,2015-08-22,Goias,3,0,Vasco,H,1.66,3.56,5.28
2015,20,2015-08-22,Santos,5,2,Avai,H,1.4,4.38,7.95
2015,20,2015-08-23,Figueirense,2,1,Sport Recife,H,2.13,3.22,3.41
2015,20,2015-08-23,Coritiba,1,0,Chapecoense-SC,H,1.92,3.21,4.19
2015,20,2015-08-23,Ponte Preta,0,0,Gremio,D,2.52,3.09,2.84
2015,20,2015-08-23,Flamengo RJ,2,1,Sao Paulo,H,1.95,3.34,3.85
2015,20,2015-08-23,Internacional,2,0,Athletico-PR,H,1.88,3.3,4.22
2015,20,2015-08-23,Joinville,2,1,Fluminense,H,2.55,3.06,2.82
2015,20,2015-08-23,Atletico-MG,2,1,Palmeiras,H,1.61,3.78,5.39
2015,20,2015-08-23,Corinthians,3,0,Cruzeiro,H,1.98,3.22,3.91
2015,21,2015-08-29,Vasco,0,1,Figueirense,A,2.04,3.15,3.8
2015,21,2015-08-30,Palmeiras,3,2,Joinville,H,1.42,4.16,7.67
2015,21,2015-08-30,Athletico-PR,3,0,Goias,H,1.97,3.23,3.92
2015,21,2015-08-30,Sport Recife,0,1,Flamengo RJ,A,2.16,3.3,3.26
2015,21,2015-08-30,Cruzeiro,0,1,Santos,A,2.05,3.24,3.64
2015,21,2015-08-30,Fluminense,1,2,Atletico-MG,A,2.73,3.23,2.51
2015,21,2015-08-30,Gremio,0,0,Coritiba,D,1.52,3.8,6.72
2015,21,2015-08-30,Avai,3,0,Internacional,H,2.84,3.13,2.49
2015,21,2015-08-30,Sao Paulo,3,0,Ponte Preta,H,1.75,3.47,4.74
2015,21,2015-08-30,Chapecoense-SC,1,3,Corinthians,A,2.5,2.95,2.99
2015,22,2015-09-02,Internacional,6,0,Vasco,H,1.51,3.84,6.64
2015,22,2015-09-02,Joinville,0,0,Sao Paulo,D,2.85,3.18,2.44
2015,22,2015-09-02,Ponte Preta,1,2,Cruzeiro,A,2.3,3.11,3.13
2015,22,2015-09-03,Santos,3,1,Chapecoense-SC,H,1.48,3.96,6.98
2015,22,2015-09-03,Goias,1,0,Palmeiras,H,2.33,3.11,3.09
2015,22,2015-09-03,Coritiba,0,0,Sport Recife,D,1.96,3.28,3.85
2015,22,2015-09-03,Corinthians,2,0,Fluminense,H,1.76,3.36,4.8
2015,22,2015-09-03,Atletico-MG,0,1,Athletico-PR,A,1.4,4.41,7.72
2015,22,2015-09-03,Flamengo RJ,3,0,Avai,H,1.59,3.72,5.79
2015,22,2015-09-04,Figueirense,0,2,Gremio,A,2.54,2.99,2.91
2015,23,2015-09-05,Sao Paulo,2,0,Internacional,H,2.2,3.26,3.24
2015,23,2015-09-05,Vasco,1,2,Atletico-MG,A,4.76,3.65,1.7
2015,23,2015-09-06,Gremio,2,1,Goias,H,1.74,3.36,5.06
2015,23,2015-09-06,Sport Recife,1,1,Santos,D,2.18,3.28,3.24
2015,23,2015-09-06,Fluminense,1,3,Flamengo RJ,A,3.27,3.15,2.22
2015,23,2015-09-06,Palmeiras,3,3,Corinthians,D,2.16,3.2,3.36
2015,23,2015-09-06,Cruzeiro,5,1,Figueirense,H,1.51,3.82,6.89
2015,23,2015-09-06,Chapecoense-SC,0,0,Ponte Preta,D,1.96,3.22,4.01
2015,23,2015-09-06,Avai,0,2,Coritiba,A,2.13,3.15,3.52
2015,23,2015-09-06,Athletico-PR,0,0,Joinville,D,1.53,3.77,6.53
2015,24,2015-09-09,Atletico-MG,2,0,Avai,H,1.26,5.58,10.76
2015,24,2015-09-09,Internacional,1,0,Palmeiras,H,1.79,3.48,4.48
2015,24,2015-09-09,Ponte Preta,0,1,Vasco,A,1.71,3.48,5.02
2015,24,2015-09-10,Goias,1,0,Sport Recife,H,1.89,3.25,4.23
2015,24,2015-09-10,Santos,3,0,Sao Paulo,H,2.11,3.23,3.48
2015,24,2015-09-10,Coritiba,1,1,Fluminense,D,2.18,3.12,3.42
2015,24,2015-09-10,Corinthians,1,1,Gremio,D,1.89,3.24,4.28
2015,24,2015-09-10,Figueirense,1,1,Athletico-PR,D,2.51,3.06,2.89
2015,24,2015-09-11,Flamengo RJ,2,0,Cruzeiro,H,2.0,3.21,3.84
2015,24,2015-09-11,Joinville,0,0,Chapecoense-SC,D,2.35,3.0,3.19
2015,25,2015-09-12,Coritiba,0,1,Internacional,A,2.35,3.08,3.11
2015,25,2015-09-13,Sport Recife,1,0,Fluminense,H,2.08,3.3,3.46
2015,25,2015-09-13,Avai,2,1,Goias,H,2.16,3.09,3.5
2015,25,2015-09-13,Vasco,2,0,Athletico-PR,H,2.3,3.11,3.16
2015,25,2015-09-13,Gremio,1,2,Sao Paulo,A,1.88,3.37,4.1
2015,25,2015-09-13,Cruzeiro,1,1,Atletico-MG,D,2.59,3.12,2.73
2015,25,2015-09-13,Chapecoense-SC,1,3,Flamengo RJ,A,2.66,2.93,2.83
2015,25,2015-09-13,Ponte Preta,3,1,Santos,H,2.98,3.16,2.38
2015,25,2015-09-13,Corinthians,3,0,Joinville,H,1.36,4.37,9.66
2015,25,2015-09-13,Palmeiras,2,0,Figueirense,H,1.45,4.23,6.96
2015,26,2015-09-16,Fluminense,1,4,Palmeiras,A,2.26,3.18,3.16
2015,26,2015-09-16,Goias,1,2,Ponte Preta,A,1.8,3.44,4.46
2015,26,2015-09-16,Joinville,1,1,Sport Recife,D,2.59,3.01,2.81
2015,26,2015-09-17,Sao Paulo,0,0,Chapecoense-SC,D,1.45,4.05,7.53
2015,26,2015-09-17,Santos,4,0,Atletico-MG,H,2.13,3.39,3.25
2015,26,2015-09-17,Internacional,2,1,Corinthians,H,2.29,3.08,3.2
2015,26,2015-09-17,Cruzeiro,2,2,Vasco,D,1.39,4.39,8.12
2015,26,2015-09-17,Figueirense,0,1,Avai,A,2.12,3.13,3.55
2015,26,2015-09-17,Athletico-PR,1,2,Gremio,A,2.61,3.08,2.73
2015,26,2015-09-18,Flamengo RJ,0,2,Coritiba,A,1.56,3.69,6.09
2015,27,2015-09-19,Internacional,1,1,Figueirense,D,1.67,3.51,5.38
2015,27,2015-09-19,Palmeiras,3,2,Gremio,H,1.94,3.31,3.93
2015,27,2015-09-20,Coritiba,2,0,Athletico-PR,H,2.6,2.98,2.82
2015,27,2015-09-20,Vasco,2,1,Sport Recife,H,2.12,3.2,3.44
2015,27,2015-09-20,Avai,2,1,Sao Paulo,H,2.52,3.13,2.8
2015,27,2015-09-20,Chapecoense-SC,0,2,Cruzeiro,A,2.65,2.95,2.8
2015,27,2015-09-20,Goias,3,0,Joinville,H,1.58,3.66,6.01
2015,27,2015-09-20,Corinthians,2,0,Santos,H,2.16,3.23,3.32
2015,27,2015-09-20,Atletico-MG,4,1,Flamengo RJ,H,1.7,3.63,4.72
2015,27,2015-09-20,Ponte Preta,3,1,Fluminense,H,2.43,3.13,2.91
2015,28,2015-09-26,Fluminense,2,0,Goias,H,1.87,3.34,4.17
2015,28,2015-09-27,Sport Recife,3,0,Chapecoense-SC,H,1.8,3.31,4.68
2015,28,2015-09-27,Cruzeiro,2,0,Coritiba,H,1.46,3.99,7.47
2015,28,2015-09-27,Sao Paulo,1,1,Palmeiras,D,2.13,3.31,3.32
2015,28,2015-09-27,Joinville,2,2,Atletico-MG,D,4.38,3.47,1.8
2015,28,2015-09-27,Flamengo RJ,1,2,Vasco,A,1.73,3.51,4.84
2015,28,2015-09-27,Figueirense,1,3,Corinthians,A,3.12,3.13,2.31
2015,28,2015-09-27,Santos,3,1,Internacional,H,1.72,3.51,4.83
2015,28,2015-09-27,Athletico-PR,1,2,Ponte Preta,A,1.91,3.31,4.06
2015,28,2015-09-27,Gremio,3,1,Avai,H,1.47,3.99,7.19
2015,29,2015-10-03,Coritiba,0,3,Atletico-MG,A,3.06,3.27,2.26
2015,29,2015-10-03,Internacional,2,1,Sport Recife,H,1.68,3.6,5.0
2015,29,2015-10-04,Chapecoense-SC,5,1,Palmeiras,H,2.73,3.04,2.64
2015,29,2015-10-04,Ponte Preta,2,2,Corinthians,D,3.06,3.11,2.35
2015,29,2015-10-04,Goias,2,3,Figueirense,A,1.63,3.53,5.7
2015,29,2015-10-04,Santos,3,1,Fluminense,H,1.51,3.92,6.42
2015,29,2015-10-04,Flamengo RJ,2,0,Joinville,H,1.4,4.28,8.09
2015,29,2015-10-04,Avai,1,1,Vasco,D,2.02,3.25,3.71
2015,29,2015-10-04,Sao Paulo,1,0,Athletico-PR,H,1.75,3.46,4.73
2015,29,2015-10-04,Cruzeiro,0,0,Gremio,D,2.06,3.19,3.67
2015,30,2015-10-14,Atletico-MG,2,1,Internacional,H,1.46,4.29,6.61
2015,30,2015-10-14,Sport Recife,3,0,Avai,H,1.77,3.49,4.56
2015,30,2015-10-15,Corinthians,3,0,Goias,H,1.59,3.7,5.87
2015,30,2015-10-15,Fluminense,2,0,Sao Paulo,H,2.33,3.2,3.02
2015,30,2015-10-15,Athletico-PR,2,2,Cruzeiro,D,2.31,3.12,3.14
2015,30,2015-10-15,Vasco,1,1,Chapecoense-SC,D,2.12,3.16,3.52
2015,30,2015-10-15,Joinville,3,1,Coritiba,H,2.55,3.01,2.87
2015,30,2015-10-15,Figueirense,3,0,Flamengo RJ,H,2.93,3.13,2.44
2015,30,2015-10-15,Palmeiras,0,1,Ponte Preta,A,1.58,3.93,5.51
2015,30,2015-10-16,Gremio,1,0,Santos,H,1.99,3.31,3.74
2015,31,2015-10-17,Avai,1,3,Palmeiras,A,2.54,3.15,2.76
2015,31,2015-10-18,Sport Recife,4,1,Atletico-MG,H,3.0,3.28,2.3
2015,31,2015-10-18,Joinville,1,0,Figueirense,H,2.36,3.09,3.08
2015,31,2015-10-18,Cruzeiro,2,0,Fluminense,H,1.71,3.49,4.97
2015,31,2015-10-18,Ponte Preta,3,0,Coritiba,H,1.77,3.39,4.72
2015,31,2015-10-18,Athletico-PR,1,4,Corinthians,A,2.88,3.13,2.46
2015,31,2015-10-18,Flamengo RJ,0,1,Internacional,A,1.79,3.46,4.43
2015,31,2015-10-18,Sao Paulo,2,2,Vasco,D,1.49,3.97,6.8
2015,31,2015-10-18,Gremio,2,3,Chapecoense-SC,A,1.5,3.89,6.84
2015,31,2015-10-18,Santos,3,1,Goias,H,1.5,3.93,6.7
2015,32,2015-10-24,Internacional,1,0,Joinville,H,1.44,4.15,7.42
2015,32,2015-10-24,Fluminense,0,1,Athletico-PR,A,1.95,3.28,3.94
2015,32,2015-10-24,Figueirense,0,0,Santos,D,2.76,3.19,2.51
2015,32,2015-10-25,Palmeiras,0,2,Sport Recife,A,1.74,3.6,4.56
2015,32,2015-10-25,Chapecoense-SC,0,0,Avai,D,1.88,3.3,4.21
2015,32,2015-10-25,Corinthians,1,0,Flamengo RJ,H,1.68,3.6,5.12
2015,32,2015-10-25,Coritiba,1,2,Sao Paulo,A,2.52,3.14,2.79
2015,32,2015-10-25,Vasco,0,0,Gremio,D,2.47,3.14,2.88
2015,32,2015-10-25,Goias,0,1,Cruzeiro,A,2.4,3.07,3.03
2015,32,2015-10-25,Atletico-MG,2,1,Ponte Preta,H,1.37,4.67,7.92
2015,33,2015-10-31,Avai,1,1,Cruzeiro,D,2.76,3.06,2.61
2015,33,2015-10-31,Coritiba,1,1,Figueirense,D,2.07,3.12,3.73
2015,33,2015-10-31,Sao Paulo,3,0,Sport Recife,H,1.46,4.12,7.15
2015,33,2015-10-31,Ponte Preta,1,0,Joinville,H,1.57,3.68,6.2
2015,33,2015-11-01,Vasco,0,1,Fluminense,A,2.28,3.12,3.18
2015,33,2015-11-01,Atletico-MG,0,3,Corinthians,A,1.82,3.54,4.18
2015,33,2015-11-01,Chapecoense-SC,0,0,Athletico-PR,D,1.92,3.2,4.18
2015,33,2015-11-01,Gremio,2,0,Flamengo RJ,H,1.68,3.52,5.24
2015,33,2015-11-01,Santos,2,1,Palmeiras,H,1.76,3.63,4.34
2015,33,2015-11-01,Goias,2,1,Internacional,H,2.21,3.18,3.29
2015,34,2015-11-07,Fluminense,2,3,Chapecoense-SC,A,1.98,3.17,3.96
2015,34,2015-11-07,Corinthians,2,1,Coritiba,H,1.33,4.66,9.63
2015,34,2015-11-07,Athletico-PR,2,1,Avai,H,1.84,3.38,4.29
2015,34,2015-11-07,Internacional,1,0,Ponte Preta,H,1.55,3.79,6.11
2015,34,2015-11-08,Cruzeiro,2,1,Sao Paulo,H,2.02,3.25,3.72
2015,34,2015-11-08,Figueirense,0,1,Atletico-MG,A,2.93,3.22,2.38
2015,34,2015-11-08,Flamengo RJ,4,1,Goias,H,1.57,3.77,5.97
2015,34,2015-11-08,Palmeiras,0,2,Vasco,A,1.54,3.98,5.84
2015,34,2015-11-08,Joinville,0,0,Santos,D,4.01,3.42,1.89
2015,34,2015-11-08,Sport Recife,1,0,Gremio,H,2.35,3.16,3.04
2015,35,2015-11-15,Cruzeiro,3,0,Sport Recife,H,1.48,4.08,6.73
2015,35,2015-11-18,Ponte Preta,0,1,Figueirense,A,1.95,3.31,3.91
2015,35,2015-11-18,Avai,2,1,Joinville,H,1.95,3.27,3.98
2015,35,2015-11-18,Athletico-PR,3,3,Palmeiras,D,2.29,3.26,3.06
2015,35,2015-11-18,Goias,1,3,Coritiba,A,1.96,3.28,3.91
2015,35,2015-11-19,Chapecoense-SC,1,0,Internacional,H,2.43,3.03,3.03
2015,35,2015-11-19,Gremio,1,0,Fluminense,H,1.51,3.86,6.76
